Word,Label_BIO,Sentence_Id
năm,I-LAW,157
2015,I-LAW,157
;,O,157
Căn_cứ,O,158
Luật,B-LAW,158
Thương_mại,I-LAW,158
năm,I-LAW,158
2005,I-LAW,158
;,O,158
Căn_cứ,O,159
nhu_cầu,O,159
và,O,159
khả_năng,O,159
của,O,159
hai,O,159
bên,O,159
;,O,159
Hôm_nay,O,161
",",O,161
ngày,B-DATE,161
15,I-DATE,161
tháng,I-DATE,161
10,I-DATE,161
năm,I-DATE,161
2025,I-DATE,161
",",O,161
tại,O,161
Thành_phố,O,161
Hồ_Chí_Minh,O,161
",",O,161
chúng_tôi,O,161
gồm,O,161
:,O,161
BÊN,B-PARTY,163
BÁN,I-PARTY,163
(,O,163
BÊN,B-PARTY,163
A,I-PARTY,163
),O,163
:,O,163
Công_ty,B-PARTY,164
TNHH,I-PARTY,164
Thương_Mại,I-PARTY,164
Minh_Phát,I-PARTY,164
Địa_chỉ,O,165
:,O,165
123,O,165
Nguyễn_Huệ,O,165
",",O,165
Quận,O,165
1,O,165
",",O,165
TP.,O,165
Hồ_Chí_Minh,O,165
Mã_số,O,166
thuế,O,166
:,O,166
0312345678,O,166
Đại_diện,O,167
:,O,167
Ông,B-PARTY,167
Nguyễn_Văn_An,I-PARTY,167
-,O,167
Chức_vụ,O,167
:,O,167
Giám_đốc,O,167
Số,O,168
điện_thoại,O,168
:,O,168
028-3822-1234,O,168
Số,O,169
tài_khoản,O,169
:,O,169
1234567890,O,169
tại,O,169
Ngân_hàng,B-PARTY,169
Vietcombank,I-PARTY,169
-,O,169
Chi_nhánh,O,169
TP.,O,169
HCM,O,169
BÊN,B-PARTY,171
MUA,I-PARTY,171
(,O,171
BÊN,B-PARTY,171
B,I-PARTY,171
),O,171
:,O,171
Công_ty,B-PARTY,172
Cổ_phần,I-PARTY,172
Xây_Dựng,I-PARTY,172
Hoàng_Long,I-PARTY,172
Địa_chỉ,O,173
:,O,173
456,O,173
Lê_Lợi,O,173
",",O,173
Quận,O,173
3,O,173
",",O,173
TP.,O,173
Hồ_Chí_Minh,O,173
Mã_số,O,174
thuế,O,174
:,O,174
0398765432,O,174
Đại_diện,O,175
:,O,175
Bà,B-PARTY,175
Trần_Thị_Mai,I-PARTY,175
-,O,175
Chức_vụ,O,175
:,O,175
Phó,O,175
Giám_đốc,O,175
Số,O,176
điện_thoại,O,176
:,O,176
028-3933-5678,O,176
Số,O,177
tài_khoản,O,177
:,O,177
0987654321,O,177
tại,O,177
Ngân_hàng,B-PARTY,177
BIDV,I-PARTY,177
-,O,177
Chi_nhánh,O,177
Sài_Gòn,O,177
Hai,O,179
bên,O,179
thoả_thuận,O,179
ký_kết,O,179
hợp_đồng,O,179
mua_bán,O,179
hàng_hoá,O,179
với,O,179
các,O,179
điều_khoản,O,179
sau,O,179
:,O,179
ĐIỀU,O,181
1,O,181
:,O,181
ĐỐI_TƯỢNG,O,181
HỢP_ĐỒNG,O,181
1.1,O,182
.,O,182
Bên,B-PARTY,182
A,I-PARTY,182
đồng_ý,O,182
bán,O,182
và,O,182
Bên,B-PARTY,182
B,I-PARTY,182
đồng_ý,O,182
mua,O,182
các,O,182
loại,O,182
vật_tư,O,182
xây_dựng,O,182
theo,O,182
danh_mục,O,182
đính,O,182
kèm,O,182
Phụ_lục,O,182
1,O,182
của,O,182
hợp_đồng,O,182
này,O,182
.,O,182
1.2,O,183
.,O,183
Hàng_hoá,O,183
phải,O,183
đảm_bảo,O,183
chất_lượng,O,183
theo,O,183
tiêu_chuẩn,O,183
TCVN,O,183
hiện_hành,O,183
và,O,183
có,O,183
đầy_đủ,O,183
giấy,O,183
chứng_nhận,O,183
xuất_xứ,O,183
.,O,183
1.3,O,184
.,O,184
Bên,B-PARTY,184
A,I-PARTY,184
cam_kết,O,184
hàng_hoá,O,184
là,O,184
hàng,O,184
mới,O,184
100%,B-RATE,184
",",O,184
chưa,O,184
qua,O,184
sử_dụng,O,184
và,O,184
không,O,184
thuộc,O,184
danh_mục,O,184
hàng,O,184
cấm,O,184
kinh_doanh,O,184
.,O,184
ĐIỀU,O,186
2,O,186
:,O,186
GIÁ_TRỊ,O,186
HỢP_ĐỒNG,O,186
VÀ,O,186
PHƯƠNG_THỨC,O,186
THANH_TOÁN,O,186
2.1,O,187
.,O,187
Tổng,O,187
giá_trị,O,187
hợp_đồng,O,187
là,O,187
500.000.000,B-MONEY,187
VNĐ,I-MONEY,187
(,O,187
Năm,O,187
trăm,O,187
triệu,O,187
đồng,O,187
chẵn,O,187
),O,187
",",O,187
đã,O,187
bao_gồm,O,187
thuế,O,187
VAT,O,187
10%,B-RATE,187
.,O,187
2.2,O,188
.,O,188
Phương_thức,O,188
thanh_toán,O,188
:,O,188
Chuyển_khoản,O,188
ngân_hàng,O,188
.,O,188
2.3,O,189
.,O,189
Tiến_độ,O,189
thanh_toán,O,189
:,O,189
a,O,190
),O,190
Đợt,O,190
1,O,190
:,O,190
Bên,B-PARTY,190
B,I-PARTY,190
thanh_toán,O,190
30%,B-RATE,190
giá_trị,O,190
hợp_đồng,O,190
",",O,190
tương_đương,O,190
150.000.000,B-MONEY,190
VNĐ,I-MONEY,190
trong,O,190
vòng,O,190
05,O,190
ngày,O,190
làm_việc,O,190
kể,O,190
từ,O,190
ngày,O,190
ký,O,190
hợp_đồng,O,190
.,O,190
b,O,191
),O,191
Đợt,O,191
2,O,191
:,O,191
Bên,B-PARTY,191
B,I-PARTY,191
thanh_toán,O,191
50%,B-RATE,191
giá_trị,O,191
hợp_đồng,O,191
",",O,191
tương_đương,O,191
250.000.000,B-MONEY,191
VNĐ,I-MONEY,191
khi,O,191
Bên,B-PARTY,191
A_giao,I-PARTY,191
đủ,O,191
hàng_hoá,O,191
đợt,O,191
1,O,191
.,O,191
c,O,192
),O,192
Đợt,O,192
3,O,192
:,O,192
Bên,B-PARTY,192
B,I-PARTY,192
thanh_toán,O,192
20%,B-RATE,192
giá_trị,O,192
hợp_đồng,O,192
còn,O,192
lại,O,192
",",O,192
tương_đương,O,192
100.000.000,B-MONEY,192
VNĐ,I-MONEY,192
trong,O,192
vòng,O,192
15,O,192
ngày,O,192
sau,O,192
khi,O,192
nhận,O,192
đủ,O,192
toàn_bộ,O,192
hàng_hoá,O,192
và,O,192
hoàn_tất,O,192
nghiệm_thu,O,192
.,O,192
ĐIỀU,O,194
3,O,194
:,O,194
THỜI_GIAN,O,194
VÀ,O,194
ĐỊA_ĐIỂM,O,194
GIAO,O,194
HÀNG,O,194
3.1,O,195
.,O,195
Bên,B-PARTY,195
A,I-PARTY,195
phải,O,195
giao,O,195
hàng,O,195
cho,O,195
Bên,B-PARTY,195
B,I-PARTY,195
trong,O,195
vòng,O,195
30,O,195
ngày,O,195
kể,O,195
từ,O,195
ngày,O,195
nhận,O,195
được,O,195
thanh_toán,O,195
đợt,O,195
1,O,195
.,O,195
3.2,O,196
.,O,196
Địa_điểm,O,196
giao,O,196
hàng,O,196
:,O,196
Kho,O,196
của,O,196
Bên,B-PARTY,196
B,I-PARTY,196
tại,O,196
789,O,196
Điện_Biên_Phủ,O,196
",",O,196
Quận,O,196
Bình_Thạnh,O,196
",",O,196
TP.,O,196
Hồ_Chí_Minh,O,196
.,O,196
3.3,O,197
.,O,197
Bên,B-PARTY,197
A,I-PARTY,197
chịu,O,197
trách_nhiệm,O,197
vận_chuyển,O,197
hàng_hoá,O,197
đến,O,197
địa_điểm,O,197
giao,O,197
hàng,O,197
và,O,197
chịu,O,197
mọi,O,197
chi_phí,O,197
vận_chuyển,O,197
.,O,197
3.4,O,198
.,O,198
Khi,O,198
giao,O,198
hàng,O,198
",",O,198
Bên,B-PARTY,198
A,I-PARTY,198
phải,O,198
cung_cấp,O,198
đầy_đủ,O,198
hoá_đơn,O,198
",",O,198
phiếu,O,198
xuất,O,198
kho,O,198
và,O,198
chứng_từ,O,198
liên_quan,O,198
.,O,198
ĐIỀU,O,200
4,O,200
:,O,200
NGHIỆM_THU,O,200
VÀ,O,200
BẢO_HÀNH,O,200
4.1,O,201
.,O,201
Bên,B-PARTY,201
B,I-PARTY,201
có,O,201
quyền,O,201
kiểm_tra,O,201
chất_lượng,O,201
hàng_hoá,O,201
tại,O,201
thời_điểm,O,201
giao_nhận,O,201
.,O,201
4.2,O,202
.,O,202
Thời_gian,O,202
nghiệm_thu,O,202
là,O,202
07,O,202
ngày,O,202
làm_việc,O,202
kể,O,202
từ,O,202
ngày,O,202
giao,O,202
hàng,O,202
.,O,202
4.3,O,203
.,O,203
Bên,B-PARTY,203
A_bảo,I-PARTY,203
hành,O,203
hàng_hoá,O,203
trong,O,203
thời_gian,O,203
12,O,203
tháng,O,203
kể,O,203
từ,O,203
ngày,O,203
nghiệm_thu,O,203
.,O,203
4.4,O,204
.,O,204
Trong,O,204
thời_gian,O,204
bảo_hành,O,204
",",O,204
nếu,O,204
hàng_hoá,O,204
bị,O,204
lỗi,O,204
do,O,204
nhà_sản_xuất,O,204
",",O,204
Bên,B-PARTY,204
A,I-PARTY,204
có,O,204
trách_nhiệm,O,204
thay_thế,O,204
hoặc,O,204
sửa_chữa,O,204
miễn_phí,O,204
trong,O,204
vòng,O,204
05,O,204
ngày,O,204
làm_việc,O,204
kể,O,204
từ,O,204
khi,O,204
nhận,O,204
được,O,204
thông_báo,O,204
từ,O,204
Bên,B-PARTY,204
B.,I-PARTY,204
ĐIỀU,O,206
5,O,206
:,O,206
QUYỀN,O,206
VÀ,O,206
NGHĨA_VỤ,O,206
CỦA,O,206
BÊN,B-PARTY,206
A,I-PARTY,206
5.1,O,207
.,O,207
Bên,B-PARTY,207
A,I-PARTY,207
có,O,207
quyền,O,207
yêu_cầu,O,207
Bên,B-PARTY,207
B,I-PARTY,207
thanh_toán,O,207
đúng,O,207
hạn,O,207
theo,O,207
tiến_độ,O,207
quy_định,O,207
tại,O,207
Điều,O,207
2,O,207
.,O,207
5.2,O,208
.,O,208
Bên,B-PARTY,208
A,I-PARTY,208
có,O,208
quyền,O,208
tạm,O,208
ngừng,O,208
giao,O,208
hàng,O,208
nếu,O,208
Bên,B-PARTY,208
B,I-PARTY,208
chậm,O,208
thanh_toán,O,208
quá,O,208
15,O,208
ngày,O,208
so,O,208
với,O,208
thời_hạn,O,208
quy_định,O,208
.,O,208
5.3,O,209
.,O,209
Bên,B-PARTY,209
A,I-PARTY,209
có,O,209
nghĩa_vụ,O,209
giao,O,209
hàng,O,209
đúng,O,209
chủng_loại,O,209
",",O,209
số_lượng,O,209
",",O,209
chất_lượng,O,209
và,O,209
thời_hạn,O,209
đã,O,209
thoả_thuận,O,209
.,O,209
5.4,O,210
.,O,210
Bên,B-PARTY,210
A,I-PARTY,210
phải,O,210
thông_báo,O,210
cho,O,210
Bên,B-PARTY,210
B,I-PARTY,210
trước,O,210
ít_nhất,O,210
03,O,210
ngày,O,210
nếu,O,210
có,O,210
thay_đổi,O,210
về,O,210
lịch,O,210
giao,O,210
hàng,O,210
.,O,210
ĐIỀU,O,212
6,O,212
:,O,212
QUYỀN,O,212
VÀ,O,212
NGHĨA_VỤ,O,212
CỦA,O,212
BÊN,B-PARTY,212
B,I-PARTY,212
6.1,O,213
.,O,213
Bên,B-PARTY,213
B,I-PARTY,213
có,O,213
quyền,O,213
từ_chối,O,213
nhận,O,213
hàng,O,213
nếu,O,213
hàng_hoá,O,213
không,O,213
đúng,O,213
chủng_loại,O,213
",",O,213
số_lượng,O,213
hoặc,O,213
không,O,213
đảm_bảo,O,213
chất_lượng,O,213
.,O,213
6.2,O,214
.,O,214
Bên,B-PARTY,214
B,I-PARTY,214
có,O,214
quyền,O,214
yêu_cầu,O,214
Bên,B-PARTY,214
A,I-PARTY,214
đổi,O,214
hàng,O,214
hoặc,O,214
giảm_giá,O,214
nếu,O,214
hàng_hoá,O,214
không,O,214
đạt,O,214
tiêu_chuẩn,O,214
chất_lượng,O,214
.,O,214
6.3,O,215
.,O,215
Bên,B-PARTY,215
B,I-PARTY,215
có,O,215
nghĩa_vụ,O,215
thanh_toán,O,215
đầy_đủ,O,215
và,O,215
đúng,O,215
hạn,O,215
theo,O,215
quy_định,O,215
tại,O,215
Điều,O,215
2,O,215
.,O,215
6.4,O,216
.,O,216
Bên,B-PARTY,216
B,I-PARTY,216
phải,O,216
cử,O,216
người,O,216
có,O,216
thẩm_quyền,O,216
để,O,216
tiếp_nhận,O,216
hàng_hoá,O,216
và,O,216
ký,O,216
biên_bản,O,216
giao_nhận,O,216
.,O,216
ĐIỀU,O,218
7,O,218
:,O,218
PHẠT,O,218
VI_PHẠM,O,218
VÀ,O,218
BỒI_THƯỜNG,O,218
THIỆT_HẠI,O,218
7.1,O,219
.,O,219
Nếu,O,219
Bên,B-PARTY,219
A_giao,I-PARTY,219
hàng,O,219
chậm,O,219
so,O,219
với,O,219
thời_hạn,O,219
quy_định,O,219
",",O,219
Bên,B-PARTY,219
A,I-PARTY,219
phải,O,219
chịu,O,219
phạt,O,219
0.5%,B-RATE,219
giá_trị,O,219
lô,O,219
hàng,O,219
chậm,O,219
giao,O,219
cho,O,219
mỗi,O,219
ngày,O,219
chậm,O,219
",",O,219
nhưng,O,219
tổng,O,219
mức,O,219
phạt,O,219
không,O,219
vượt,O,219
quá,O,219
8%,B-RATE,219
giá_trị,O,219
hợp_đồng,O,219
.,O,219
7.2,O,220
.,O,220
Nếu,O,220
Bên,B-PARTY,220
B,I-PARTY,220
chậm,O,220
thanh_toán,O,220
",",O,220
Bên,B-PARTY,220
B,I-PARTY,220
phải,O,220
chịu,O,220
lãi_suất,O,220
chậm,O,220
trả,O,220
là,O,220
1.5%,B-RATE,220
mỗi,O,220
tháng,O,220
trên,O,220
số,O,220
tiền,O,220
chậm,O,220
thanh_toán,O,220
.,O,220
7.3,O,221
.,O,221
Bên,O,221
vi_phạm,O,221
phải,O,221
bồi_thường,O,221
toàn_bộ,O,221
thiệt_hại,O,221
trực_tiếp,O,221
cho,O,221
bên_bị,O,221
vi_phạm,O,221
do,O,221
hành_vi,O,221
vi_phạm,O,221
hợp_đồng,O,221
gây,O,221
ra,O,221
.,O,221
7.4,O,222
.,O,222
Không,O,222
bên,O,222
nào,O,222
được,O,222
phép,O,222
tiết_lộ,O,222
thông_tin,O,222
kinh_doanh,O,222
bí_mật,O,222
của,O,222
bên,O,222
kia,O,222
cho,O,222
bên,O,222
thứ,O,222
ba,O,222
.,O,222
ĐIỀU,O,224
8,O,224
:,O,224
BẤT_KHẢ_KHÁNG,O,224
8.1,O,225
.,O,225
Trong,O,225
trường_hợp,O,225
xảy,O,225
ra,O,225
sự_kiện,O,225
bất_khả_kháng,O,225
như,O,225
thiên_tai,O,225
",",O,225
dịch_bệnh,O,225
",",O,225
chiến_tranh,O,225
hoặc,O,225
thay_đổi,O,225
chính_sách,O,225
pháp_luật,O,225
",",O,225
bên_bị,O,225
ảnh_hưởng,O,225
được,O,225
miễn_trách,O,225
nhiệm,O,225
thực_hiện,O,225
nghĩa_vụ,O,225
trong,O,225
thời_gian,O,225
xảy,O,225
ra,O,225
sự_kiện,O,225
bất_khả_kháng,O,225
.,O,225
8.2,O,226
.,O,226
Bên_bị,O,226
ảnh_hưởng,O,226
phải,O,226
thông_báo,O,226
cho,O,226
bên,O,226
còn,O,226
lại,O,226
trong,O,226
vòng,O,226
07,O,226
ngày,O,226
kể,O,226
từ,O,226
khi,O,226
xảy,O,226
ra,O,226
sự_kiện,O,226
bất_khả_kháng,O,226
.,O,226
8.3,O,227
.,O,227
Nếu,O,227
sự_kiện,O,227
bất_khả_kháng,O,227
kéo_dài,O,227
quá,O,227
90,O,227
ngày,O,227
",",O,227
mỗi,O,227
bên,O,227
có,O,227
quyền,O,227
đơn_phương,O,227
chấm_dứt,O,227
hợp_đồng,O,227
mà,O,227
không,O,227
phải,O,227
bồi_thường,O,227
thiệt_hại,O,227
.,O,227
ĐIỀU,O,229
9,O,229
:,O,229
ĐIỀU_KHOẢN,O,229
CHẤM_DỨT,O,229
HỢP_ĐỒNG,O,229
9.1,O,230
.,O,230
Hợp_đồng,O,230
chấm_dứt,O,230
khi,O,230
hai,O,230
bên,O,230
đã,O,230
hoàn_thành,O,230
đầy_đủ,O,230
nghĩa_vụ,O,230
theo,O,230
hợp_đồng,O,230
.,O,230
9.2,O,231
.,O,231
Hợp_đồng,O,231
có_thể,O,231
chấm_dứt,O,231
trước,O,231
thời_hạn,O,231
khi,O,231
hai,O,231
bên,O,231
cùng,O,231
thoả_thuận,O,231
bằng,O,231
văn_bản,O,231
.,O,231
9.3,O,232
.,O,232
Một,O,232
bên,O,232
có,O,232
quyền,O,232
đơn_phương,O,232
chấm_dứt,O,232
hợp_đồng,O,232
khi,O,232
bên,O,232
kia,O,232
vi_phạm,O,232
nghiêm_trọng,O,232
các,O,232
điều_khoản,O,232
của,O,232
hợp_đồng,O,232
và,O,232
không,O,232
khắc_phục,O,232
trong,O,232
vòng,O,232
30,O,232
ngày,O,232
kể,O,232
từ,O,232
ngày,O,232
nhận,O,232
được,O,232
thông_báo,O,232
yêu_cầu,O,232
khắc_phục,O,232
bằng,O,232
văn_bản,O,232
.,O,232
9.4,O,233
.,O,233
Khi,O,233
hợp_đồng,O,233
bị,O,233
chấm_dứt,O,233
trước,O,233
thời_hạn,O,233
",",O,233
các,O,233
bên,O,233
phải,O,233
thanh_toán,O,233
đầy_đủ,O,233
các,O,233
khoản,O,233
nợ,O,233
phát_sinh,O,233
trước,O,233
thời_điểm,O,233
chấm_dứt,O,233
.,O,233
ĐIỀU,O,235
10,O,235
:,O,235
GIẢI_QUYẾT,O,235
TRANH_CHẤP,O,235
10.1,O,236
.,O,236
Mọi,O,236
tranh_chấp,O,236
phát_sinh,O,236
từ,O,236
hoặc,O,236
liên_quan,O,236
đến,O,236
hợp_đồng,O,236
này,O,236
trước_hết,O,236
được,O,236
giải_quyết,O,236
bằng,O,236
thương_lượng,O,236
giữa,O,236
hai,O,236
bên,O,236
.,O,236
10.2,O,237
.,O,237
Trường_hợp,O,237
không,O,237
thương_lượng,O,237
được,O,237
",",O,237
tranh_chấp,O,237
sẽ,O,237
được,O,237
đưa,O,237
ra,O,237
giải_quyết,O,237
tại,O,237
Trung_tâm,B-PARTY,237
Trọng_tài,I-PARTY,237
Quốc_tế,I-PARTY,237
Việt_Nam,I-PARTY,237
bên,O,237
cạnh,O,237
Phòng,B-PARTY,237
Thương_mại,I-PARTY,237
và,I-PARTY,237
Công_nghiệp,I-PARTY,237
Việt_Nam,I-PARTY,237
.,O,237
10.3,O,238
.,O,238
Phán_quyết,O,238
của,O,238
trọng_tài,O,238
là,O,238
chung_thẩm,O,238
và,O,238
ràng_buộc,O,238
đối_với,O,238
cả,O,238
hai,O,238
bên,O,238
.,O,238
ĐIỀU,O,240
11,O,240
:,O,240
ĐIỀU_KHOẢN,O,240
CHUNG,O,240
11.1,O,241
.,O,241
Hợp_đồng,O,241
này,O,241
có,O,241
hiệu_lực,O,241
kể,O,241
từ,O,241
ngày,O,241
ký,O,241
và,O,241
hết,O,241
hiệu_lực,O,241
khi,O,241
hai,O,241
bên,O,241
hoàn_thành,O,241
đầy_đủ,O,241
nghĩa_vụ,O,241
hoặc,O,241
khi,O,241
hợp_đồng,O,241
bị,O,241
chấm_dứt,O,241
theo,O,241
quy_định,O,241
tại,O,241
Điều,O,241
9,O,241
.,O,241
11.2,O,242
.,O,242
Mọi,O,242
sửa_đổi,O,242
",",O,242
bổ_sung,O,242
hợp_đồng,O,242
phải,O,242
được,O,242
lập,O,242
thành_văn,O,242
bản,O,242
và,O,242
có,O,242
chữ_ký,O,242
của,O,242
đại_diện,O,242
hợp_pháp,O,242
của,O,242
cả,O,242
hai,O,242
bên,B-PARTY,242
.,O,242
11.3,O,243
.,O,243
Hợp_đồng,O,243
này,O,243
được,O,243
lập,O,243
thành,O,243
04,O,243
bản,O,243
",",O,243
mỗi,O,243
bên,O,243
giữ,O,243
02,O,243
bản,O,243
",",O,243
các,O,243
bản,O,243
có,O,243
giá_trị,O,243
pháp_lý,O,243
như,O,243
nhau,O,243
.,O,243
ĐẠI_DIỆN,O,245
BÊN,B-PARTY,245
A,I-PARTY,245
ĐẠI_DIỆN,O,245
BÊN,B-PARTY,245
B,I-PARTY,245
Giám_đốc,O,246
Phó,O,246
Giám_đốc,O,246
NGUYỄN_VĂN,O,249
AN,O,249
TRẦN,O,249
THỊ,O,249
MAI,O,249
CỘNG,O,251
HÒA,O,251
XÃ_HỘI_CHỦ_NGHĨA_VIỆT_NAM,O,251
Độc_lập,O,252
-,O,252
Tự_do,O,252
-,O,252
Hạnh_phúc,O,252
HỢP_ĐỒNG,O,254
MUA,O,254
SẢN_PHẨM,O,254
Số,O,255
:,O,255
124/2026/HĐ-NCKH,O,255
Căn_cứ,O,257
Thông_tư,B-LAW,257
liên_tịch,O,257
55/2015/TTLT-BTC-BKHCN,O,257
ngày,O,257
22/4/2015,B-DATE,257
của,O,257
Bộ,O,257
Tài_chính,O,257
",",O,257
Bộ,O,257
Khoa_học,O,257
và,O,257
Công_nghệ,O,257
về,O,257
hướng_dẫn,O,257
định_mức,O,257
xây_dựng,O,257
",",O,257
phân_bổ,O,257
dự_toán,O,257
và,O,257
quyết_toán,O,257
kinh_phí,O,257
đối_với,O,257
nhiệm_vụ,O,257
khoa_học,O,257
và,O,257
công_nghệ,O,257
có,O,257
sử_dụng,O,257
ngân_sách,O,257
Nhà_nước,O,257
.,O,257
Căn_cứ,O,259
Bộ_luật,B-LAW,259
Dân_sự,I-LAW,259
số,I-LAW,259
91/2015/QH13,I-LAW,259
được,O,259
Quốc_hội,O,259
nước,O,259
Cộng_hoà_Xã_hội_Chủ_nghĩa_Việt_Nam,O,259
thông_qua,O,259
ngày,B-DATE,259
24,I-DATE,259
tháng,I-DATE,259
11,I-DATE,259
năm,I-DATE,259
2015,I-DATE,259
.,O,259
Căn_cứ,O,261
Hợp_đồng,O,261
triển_khai,O,261
đề_tài,O,261
khoa_học,O,261
và,O,261
công_nghệ,O,261
số,O,261
:,O,261
45/2025/HĐ-ĐHQG,O,261
của,O,261
đề_tài,O,261
“,O,261
Nghiên_cứu,O,261
ứng_dụng,O,261
Trí_tuệ_nhân_tạo,O,261
trong,O,261
phân_tích,O,261
ngữ_nghĩa,O,261
văn_bản,O,261
pháp_luật,O,261
”,O,261
mã_số,O,261
:,O,261
B,O,261
2025-15-01,O,261
.,O,261
Căn_cứ,O,263
vào,O,263
khả_năng,O,263
&,O,263
nhu_cầu,O,263
của,O,263
hai,O,263
bên,O,263
.,O,263
Hôm_nay,O,265
",",O,265
ngày,B-DATE,265
15,I-DATE,265
tháng,I-DATE,265
04,I-DATE,265
năm,I-DATE,265
2026,I-DATE,265
",",O,265
chúng_tôi,O,265
gồm,O,265
:,O,265
1,O,267
.,O,267
Bên,B-PARTY,267
mua,I-PARTY,267
(,O,267
Bên,B-PARTY,267
A,I-PARTY,267
),O,267
:,O,267
Trường,B-PARTY,267
Đại_học,I-PARTY,267
Bách_Khoa,I-PARTY,267
-,O,267
ĐHQG,O,267
TP.,O,267
HCM,O,267
Do,O,269
Ông,O,269
:,O,269
Nguyễn_Văn_A,B-PARTY,269
-,O,269
Chủ_nhiệm,O,269
đề_tài,O,269
",",O,269
làm,O,269
đại_diện,O,269
.,O,269
Địa_chỉ,O,271
:,O,271
268,O,271
Lý_Thường_Kiệt,O,271
",",O,271
Phường,O,271
14,O,271
",",O,271
Quận,O,271
10,O,271
",",O,271
TP.,O,271
Hồ_Chí_Minh,O,271
.,O,271
Điện_thoại,O,273
:,O,273
028,O,273
3865,O,273
4184,O,273
.,O,273
2,O,275
.,O,275
Bên,B-PARTY,275
bán,I-PARTY,275
(,O,275
Bên,B-PARTY,275
B,I-PARTY,275
),O,275
:,O,275
Công_ty,B-PARTY,275
TNHH,I-PARTY,275
Công_nghệ,I-PARTY,275
Số,I-PARTY,275
Thông_Minh,I-PARTY,275
Do,O,277
Bà,O,277
:,O,277
Trần_Thị_B,B-PARTY,277
-,O,277
Chức_vụ,O,277
:,O,277
Giám_đốc,O,277
kinh_doanh,O,277
",",O,277
làm,O,277
đại_diện,O,277
.,O,277
Địa_chỉ,O,279
:,O,279
123,O,279
Đường,O,279
Ba_Tháng_Hai,O,279
",",O,279
Phường,O,279
11,O,279
",",O,279
Quận,O,279
10,O,279
",",O,279
TP.,O,279
Hồ_Chí_Minh,O,279
.,O,279
Điện_thoại,O,281
:,O,281
0909,O,281
123,O,281
456,O,281
.,O,281
Mã_số,O,283
thuế,O,283
:,O,283
Cùng,O,285
thoả_thuận,O,285
và,O,285
thống_nhất,O,285
ký_kết,O,285
Hợp_đồng,O,285
mua_bán,O,285
sản_phẩm,O,285
(,O,285
sau,O,285
đây,O,285
gọi,O,285
tắt,O,285
là,O,285
Hợp_đồng,O,285
),O,285
với,O,285
các,O,285
điều_khoản,O,285
sau,O,285
:,O,285
Điều,O,287
1,O,287
:,O,287
Bên,B-PARTY,287
A,I-PARTY,287
mua,O,287
của,O,287
Bên,B-PARTY,287
B,I-PARTY,287
các,O,287
sản_phẩm,O,287
như,O,287
sau,O,287
:,O,287
Mua,O,288
gói,O,288
dữ_liệu,O,288
"""",O,288
Dataset,O,288
10.000,O,288
mệnh_đề,O,288
hợp_đồng,O,288
kinh_tế,O,288
đã,O,288
được,O,288
gán,O,288
nhãn,O,288
"""",O,288
",",O,288
chủng_loại,O,288
dữ_liệu,O,288
số,O,288
",",O,288
chất_lượng,O,288
đạt,O,288
chuẩn,O,288
F,O,288
1,O,288
-,O,288
score,O,288
trên,O,288
90%,B-RATE,288
khi,O,288
thử_nghiệm,O,288
với,O,288
mô_hình,O,288
ngôn_ngữ,O,288
.,O,288
Điều,O,290
2,O,290
:,O,290
Thời_gian,O,290
thực_hiện,O,290
:,O,290
từ,O,290
ngày,B-DATE,290
16,I-DATE,290
tháng,I-DATE,290
04,I-DATE,290
năm,I-DATE,290
2026,I-DATE,290
đến,O,290
ngày,B-DATE,290
30,I-DATE,290
tháng,I-DATE,290
06,I-DATE,290
năm,I-DATE,290
2026,I-DATE,290
.,O,290
Điều,O,292
3,O,292
:,O,292
Tổng_số,O,292
tiền,O,292
để,O,292
thực_hiện,O,292
là,O,292
:,O,292
150.000.000,B-MONEY,292
VNĐ,I-MONEY,292
.,O,292
(,O,293
Bằng,O,293
chữ,O,293
:,O,293
Một,O,293
trăm_năm,O,293
mươi,O,293
triệu,O,293
đồng,O,293
chẵn,O,293
),O,293
.,O,293
Giá,O,294
trên,O,294
đã,O,294
bao_gồm,O,294
thuế_suất,O,294
thuế,O,294
GTGT,O,294
là,O,294
10%,B-RATE,294
.,O,294
Điều,O,296
4,O,296
:,O,296
Thanh_toán,O,296
Bên,B-PARTY,297
A,I-PARTY,297
thanh_toán,O,297
cho,O,297
Bên,B-PARTY,297
B,I-PARTY,297
bằng,O,297
hình_thức,O,297
chuyển_khoản,O,297
ngân_hàng,O,297
sau,O,297
khi,O,297
Bên,B-PARTY,297
B,I-PARTY,297
giao_nộp,O,297
sản_phẩm,O,297
đạt,O,297
yêu_cầu,O,297
và,O,297
hai,O,297
bên,O,297
ký,O,297
biên_bản,O,297
nghiệm_thu,O,297
",",O,297
thanh_lý,O,297
hợp_đồng,O,297
.,O,297
Điều,O,299
5,O,299
:,O,299
Cam_kết,O,299
chung,O,299
:,O,299
Hai,O,300
bên,O,300
thực_hiện,O,300
nghiêm_túc,O,300
tất_cả,O,300
các,O,300
điều_khoản,O,300
ghi,O,300
trong,O,300
hợp_đồng,O,300
này,O,300
.,O,300
Văn_bản,O,302
này,O,302
được,O,302
làm,O,302
thành,O,302
04,O,302
bản,O,302
",",O,302
mỗi,O,302
bên,O,302
giữ,O,302
02,O,302
bản,O,302
có,O,302
giá_trị,O,302
